종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
060310,3S,KOSDAQ,중견기업부,2530,-85,-3.25,2640,2655,2530,540025,1387359970,130776683520,51084642
095570,AJ네트웍스,KOSPI,,4405,-20,-0.45,4430,4455,4365,103212,454982605,199112139600,45252759
006840,AK홀딩스,KOSPI,,14280,-70,-0.49,14310,14400,14210,4265,60815070,189175171080,13247561
054620,APS,KOSDAQ,중견기업부,7050,-480,-6.37,7430,7490,6950,193004,1375894300,142044737940,19894221
265520,AP시스템,KOSDAQ,우량기업부,25300,-700,-2.69,26250,26250,25000,159433,4042839050,387384022350,15281421
211270,AP위성,KOSDAQ,벤처기업부,14140,-380,-2.62,14500,14510,14010,104231,1472647290,212811309440,15082304
109960,AP헬스케어,KOSDAQ,중견기업부,644,-7,-1.08,651,651,633,84649,54209527,72829721822,114153169
139050,BF랩스,KOSDAQ,관리종목(소속부없음),2805,0,0.0,0,0,0,0,0,24247965555,8644551
027410,BGF,KOSPI,,3540,20,0.57,3510,3545,3490,42843,150549960,338837440140,95716791
282330,BGF리테일,KOSPI,,106400,-800,-0.75,107000,110100,105900,73497,7922370800,1833822426600,17283906
126600,BGF에코머티리얼즈,KOSDAQ,우량기업부,4145,-100,-2.36,4245,4245,4065,74986,310297150,222617093000,54033275
138930,BNK금융지주,KOSPI,,8530,140,1.67,8310,8580,8290,775103,6605624040,2750635260520,322088438
001460,BYC,KOSPI,,35400,-100,-0.28,35500,35500,34500,1583,55562500,219239865000,6246150
001465,BYC우,KOSPI,,15290,-20,-0.13,15310,15340,15200,652,9924760,32738520000,2153850
013720,CBI,KOSDAQ,중견기업부,1200,-17,-1.4,1219,1219,1158,330094,390952097,53285994384,44628136
083790,CG인바이츠,KOSDAQ,벤처기업부,2845,-20,-0.7,2865,2900,2775,57214,160966490,217995005970,76894182
001040,CJ,KOSPI,,118700,-1200,-1.0,118800,119600,116500,73944,8740796500,3457474263000,29176998
079160,CJ CGV,KOSPI,,5560,-110,-1.94,5670,5680,5560,278332,1554983150,923933336580,165579451
035760,CJ ENM,KOSDAQ GLOBAL,중견기업부,83100,-3200,-3.71,85500,86200,83100,53746,4536532900,1824505612800,21929154
311690,CJ 바이오사이언스,KOSDAQ,기술성장기업부,12420,-80,-0.64,12430,12540,12260,7606,93892050,113268399860,9112502
00104K,CJ4우(전환),KOSPI,,84200,-900,-1.06,86000,86000,82900,7905,661022000,356294961600,4226512
000120,CJ대한통운,KOSPI,,92700,-2600,-2.73,94800,94800,92200,91355,8479311900,2110141820000,22812344
011150,CJ씨푸드,KOSPI,,4795,10,0.21,4700,4875,4660,1395351,6643538815,172108402670,35930773
011155,CJ씨푸드1우,KOSPI,,22100,650,3.03,21850,22250,21500,1472,32426550,4400000000,200000
001045,CJ우,KOSPI,,59700,-300,-0.5,60200,61000,59200,2047,122612300,134709290800,2260223
097950,CJ제일제당,KOSPI,,370000,1000,0.27,365500,371500,363500,36791,13477231000,5547467541000,15054186
097955,CJ제일제당 우,KOSPI,,149600,-2400,-1.58,152100,153100,148600,3192,477045400,198451233500,1327433
051500,CJ프레시웨이,KOSDAQ,우량기업부,20050,-200,-0.99,20200,20250,19970,22703,454972660,238025299300,11871586
058820,CMG제약,KOSDAQ,우량기업부,2130,-25,-1.16,2155,2160,2125,161219,344037750,296534940940,138892244
023460,CNH,KOSDAQ,중견기업부,2115,35,1.68,2080,2170,2035,187520,395590470,78678000000,37200000
056730,CNT85,KOSDAQ,중견기업부,890,3,0.34,885,918,885,17990,16072355,65884844354,74111186
000480,CR홀딩스,KOSPI,,6130,-40,-0.65,6190,6200,6130,18459,113775480,287438703700,46890490
