종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
060310,3S,KOSDAQ,중견기업부,2930,-75,-2.5,3010,3015,2930,1316299,3898327760,142455044270,48536642
095570,AJ네트웍스,KOSPI,,4825,-70,-1.43,4860,4965,4800,150651,734671340,218797089765,45252759
006840,AK홀딩스,KOSPI,,15700,300,1.95,15510,15850,15330,7410,116036300,207589280870,13247561
054620,APS,KOSDAQ,중견기업부,7790,330,4.42,7460,7790,7400,86821,663725820,158870981590,20394221
265520,AP시스템,KOSDAQ,우량기업부,20950,0,0.0,21100,21150,20700,58291,1221714100,320145769950,15281421
211270,AP위성,KOSDAQ,벤처기업부,16600,130,0.79,16470,17190,16300,579980,9761686360,250969538560,15082304
139050,BF랩스,KOSDAQ,벤처기업부,6240,-1210,-16.24,7190,7200,5530,556079,3466608650,54460671300,8644551
027410,BGF,KOSPI,,3940,80,2.07,3825,3945,3820,87426,340541155,377602740495,95716791
282330,BGF리테일,KOSPI,,118600,700,0.59,117600,118600,116500,57637,6784361800,2039500908000,17283906
126600,BGF에코머티리얼즈,KOSDAQ,우량기업부,4400,25,0.57,4360,4410,4345,51396,225427945,237206077250,54033275
138930,BNK금융지주,KOSPI,,8300,-60,-0.72,8260,8350,8230,1050222,8723551970,2686217572920,322088438
001460,BYC,KOSPI,,494000,1000,0.2,494500,500000,489000,207,102931000,310433655000,624615
001465,BYC우,KOSPI,,180300,200,0.11,180100,180300,179100,287,51573900,38747761500,215385
013720,CBI,KOSDAQ,중견기업부,1705,97,6.03,1603,1719,1599,708702,1191793766,73032290540,42834188
083790,CG인바이츠,KOSDAQ,벤처기업부,3780,-120,-3.08,3750,3850,3660,443570,1646065100,290660007960,76894182
001040,CJ,KOSPI,,120000,800,0.67,119000,123000,118400,200698,24140792200,3477898161600,29176998
079160,CJ CGV,KOSPI,,5700,90,1.6,5620,5730,5600,383635,2176301340,697861721700,122431881
035760,CJ ENM,KOSDAQ GLOBAL,우량기업부,75800,700,0.93,74600,76000,74500,39631,2988078600,1662229873200,21929154
311690,CJ 바이오사이언스,KOSDAQ,기술성장기업부,15050,160,1.07,14890,15090,14620,13637,203562510,137325405140,9112502
00104K,CJ4우(전환),KOSPI,,88000,-100,-0.11,87200,89100,86900,12505,1097672600,372778358400,4226512
000120,CJ대한통운,KOSPI,,118200,-1800,-1.5,121300,123100,118000,151838,18144623800,2698700295200,22812344
011150,CJ씨푸드,KOSPI,,2715,0,0.0,2720,2740,2700,120869,328729815,97731702560,35930773
011155,CJ씨푸드1우,KOSPI,,20050,70,0.35,20000,20150,20000,454,9104200,4010000000,200000
001045,CJ우,KOSPI,,61800,700,1.15,61600,63200,61200,16335,1016523400,138777692200,2260223
097950,CJ제일제당,KOSPI,,289500,1000,0.35,288000,292000,287500,31229,9033567000,4358186847000,15054186
097955,CJ제일제당 우,KOSPI,,139300,2000,1.46,138300,139400,137400,2809,390303800,184380443700,1327433
051500,CJ프레시웨이,KOSDAQ,우량기업부,23850,-100,-0.42,23950,23950,23500,30621,726843850,281950167500,11871586
058820,CMG제약,KOSDAQ,중견기업부,2235,15,0.68,2220,2235,2205,270879,601263970,310424165340,138892244
023460,CNH,KOSDAQ,중견기업부,1790,-4,-0.22,1794,1799,1753,8241,14653924,66550800000,37200000
056730,CNT85,KOSDAQ,중견기업부,1184,-9,-0.75,1181,1193,1174,12650,14953800,87747644224,74111186
000480,CR홀딩스,KOSPI,,6170,40,0.65,6090,6180,6090,13618,83419990,289314323300,46890490
065770,CS,KOSDAQ,벤처기업부,1246,12,0.97,1234,1255,1228,46439,57812246,24030978940,19411130
083660,CSA 코스믹,KOSDAQ,중견기업부,1251,13,1.05,1248,1255,1212,38901,47925448,76803964974,61247181
000590,CS홀딩스,KOSPI,,65700,200,0.31,65400,65800,65300,567,37182400,75734019200,1154482
012030,DB,KOSPI,,1562,-13,-0.83,1573,1577,1562,252650,395603493,314434857279,201173933
456440,DB금융스팩11호,KOSDAQ,SPAC(소속부없음),2255,0,0.0,2255,2285,2250,18679,42413020,12038475000,5315000
016610,DB금융투자,KOSPI,,4545,0,0.0,4540,4590,4525,24237,110311650,192918838005,42446389
005830,DB손해보험,KOSPI,,103600,500,0.48,101500,106400,100200,266356,27721185500,7356120000000,70800000
000990,DB하이텍,KOSPI,,45450,-50,-0.11,45700,45700,45100,198663,9019577000,2020135754000,44398588
139130,DGB금융지주,KOSPI,,8950,-20,-0.22,8970,9000,8890,514180,4597625140,1513855205350,169145833
060900,DGP,KOSDAQ,중견기업부,1626,-30,-1.81,1652,1669,1605,147513,241414502,41069880354,25258229
290120,DH오토리드,KOSDAQ,우량기업부,3190,-60,-1.85,3270,3270,3180,30368,97168100,49415714530,15515138
025440,DH오토웨어,KOSDAQ,중견기업부,2160,180,9.09,2000,2160,1992,79657,165352985,66179631600,30781224
001530,DI동일,KOSPI,,26850,150,0.56,26800,26950,26150,61452,1636355950,661758700250,24738643
000210,DL,KOSPI,,53000,400,0.76,52400,53300,52200,42151,2230392300,1112757440400,20955884
000215,DL우,KOSPI,,26000,200,0.78,25800,26000,25750,1859,48011950,43586072750,1686115
375500,DL이앤씨,KOSPI,,36750,350,0.96,36200,36950,36100,107868,3945434800,1418121282950,38693623
37550L,DL이앤씨2우(전환),KOSPI,,24500,50,0.2,24650,24700,24250,1473,36070350,51742799500,2111951
37550K,DL이앤씨우,KOSPI,,18770,-40,-0.21,18810,18810,18580,986,18476510,39529649500,2113885
068790,DMS,KOSDAQ,우량기업부,6990,0,0.0,6990,7020,6910,142001,988881060,171519965780,24573061
007340,DN오토모티브,KOSPI,,84100,-200,-0.24,84600,85500,84000,11025,935280000,844493422500,9994005
004840,DRB동일,KOSPI,,6280,-110,-1.72,6390,6470,6260,62547,395625950,125758300000,19930000
241520,DSC인베스트먼트,KOSDAQ,중견기업부,4085,45,1.11,4040,4110,3970,265681,1072337705,113331467225,27811403
155660,DSR,KOSPI,,4270,-15,-0.35,4285,4290,4255,7544,32213135,68320000000,16000000
069730,DSR제강,KOSPI,,4180,15,0.36,4165,4190,4160,5818,24267595,60192000000,14400000
017860,DS단석,KOSPI,,150500,-8000,-5.05,156400,158100,150400,120725,18489784300,882141302000,5861404
180400,DXVX,KOSDAQ,중견기업부,4200,5,0.12,4185,4350,4120,149499,629770370,127072711560,30219432
017940,E1,KOSPI,,68000,-700,-1.02,68100,68900,66800,29051,1966681200,466480000000,6860000
245620,EDGC,KOSDAQ,기술성장기업부,480,23,5.03,457,536,437,9579653,4710436848,66477096480,138493951
037370,EG,KOSDAQ,중견기업부,9500,-50,-0.52,9580,9580,9470,25307,240883140,81937234000,8624972
278990,EMB,KONEX,일반기업부,10850,-50,-0.46,10750,10850,10550,254,2724580,50704695360,4801581
365550,ESR켄달스퀘어리츠,KOSPI,,4400,145,3.41,4255,4400,4220,409042,1765225150,930133485000,213089000
050120,ES큐브,KOSDAQ,벤처기업부,2690,10,0.37,2680,2690,2650,5972,15950570,36487391340,13564086
383220,F&F,KOSPI,,71200,3000,4.4,67600,71400,67600,170777,11949480500,2731294447500,38307075
007700,F&F홀딩스,KOSPI,,15660,140,0.9,15510,15710,15400,23032,357849480,614486705570,39114367
214270,FSN,KOSDAQ,중견기업부,2615,65,2.55,2535,2615,2525,258650,666558560,86783708430,33250463
130500,GH신소재,KOSDAQ,중견기업부,2730,30,1.11,2700,2730,2660,18207,49054000,39562541440,14545052
114090,GKL,KOSPI,,12260,210,1.74,12020,12390,12010,198681,2430374470,758350514200,61855670
900290,GRT,KOSDAQ,외국기업(소속부없음),3360,-20,-0.59,3355,3420,3325,33366,112006755,226043125000,67375000
078930,GS,KOSPI,,50200,-1500,-2.9,51000,52400,50200,153673,7845388700,4664351975600,92915378
083450,GST,KOSDAQ,우량기업부,50000,-800,-1.57,52400,53400,50000,885977,45784209600,467750799000,9317745
006360,GS건설,KOSPI,,15190,-20,-0.13,15180,15300,15150,182913,2780204210,1299982833100,85581490
001250,GS글로벌,KOSPI,,2760,25,0.91,2730,2810,2725,918667,2552342980,228618526280,82533764
007070,GS리테일,KOSPI,,20750,-250,-1.19,20900,21100,20750,200705,4194510000,2178132777600,104717922
078935,GS우,KOSPI,,39550,400,1.02,39300,39600,38950,10113,398621350,70589868300,1784826
297890,HB솔루션,KOSDAQ,우량기업부,5130,20,0.39,5020,5330,4995,4535281,23396355395,374345308160,73114318
440290,HB인베스트먼트,KOSDAQ,중견기업부,3025,-55,-1.79,3100,3110,2985,451174,1365447405,81272705250,26867010
078150,HB테크놀러지,KOSDAQ,우량기업부,2565,200,8.46,2440,2780,2430,32680793,86031085895,236425585800,92715916
012630,HDC,KOSPI,,8400,130,1.57,8300,8440,8180,208419,1743346130,501830456400,59741721
039570,HDC랩스,KOSPI,,8160,90,1.12,8140,8170,8010,5679,46137030,212073600170,25957601
089470,HDC현대EP,KOSPI,,4650,-35,-0.75,4685,4685,4590,65988,305277210,148494500000,31900000
294870,HDC현대산업개발,KOSPI,,18500,220,1.2,18320,18500,18060,249325,4563847520,1207422285600,65907330
009540,HD한국조선해양,KOSPI,,125900,-2000,-1.56,127900,128800,124000,282364,35475926800,8917412616000,70773116
267250,HD현대,KOSPI,,68900,-1200,-1.71,69500,70400,68600,196748,13602903000,5450522865000,78993085
267270,HD현대건설기계,KOSPI,,57300,-300,-0.52,57600,58100,56800,154452,8864209600,1130825518200,19700793
322000,HD현대에너지솔루션,KOSPI,,22700,0,0.0,22550,22800,22350,24784,560845250,254240000000,11200000
042670,HD현대인프라코어,KOSPI,,8480,-90,-1.05,8580,8600,8410,1563036,13265710780,1690641246910,199603453
267260,HD현대일렉트릭,KOSPI,,166500,3900,2.4,163500,171600,162000,306063,50603131500,6005452691000,36047135
329180,HD현대중공업,KOSPI,,125100,-1000,-0.79,125000,126500,123900,112364,14037947300,11123271434800,88773116
097230,HJ중공업,KOSPI,,3385,30,0.89,3360,3430,3350,26469,89250840,282716183995,83274281
195940,HK이노엔,KOSDAQ GLOBAL,중견기업부,37200,-250,-0.67,37450,37550,37100,85118,3170200200,1055288439750,28329891
014790,HL D&I,KOSPI,,2025,25,1.25,1997,2025,1996,45613,91786161,75906495005,37858601
028300,HLB,KOSDAQ,중견기업부,111800,-900,-0.8,109100,112500,106100,2868232,313043216800,14637867387900,130812041
003580,HLB글로벌,KOSPI,,6730,-210,-3.03,6700,6780,6450,979343,6461022650,300086125360,44523164
278650,HLB바이오스텝,KOSDAQ,중견기업부,3965,-55,-1.37,3905,3975,3830,2855089,11126872910,337946796495,85447989
343090,HLB사이언스,KONEX,일반기업부,2450,-45,-1.8,2400,2525,2385,6777,16428960,40129547150,16379407
067630,HLB생명과학,KOSDAQ,중견기업부,19930,-1270,-5.99,19090,20100,18840,9793538,189781256740,2117182837350,106124453
024850,HLB이노베이션,KOSDAQ,중견기업부,4625,295,6.81,4240,4770,4150,4499494,20257808385,328352002560,70841856
047920,HLB제약,KOSDAQ,기술성장기업부,39700,0,0.0,37650,40550,37600,3487134,136093018150,1261524356700,31656822
115450,HLB테라퓨틱스,KOSDAQ,중견기업부,11800,1310,12.49,10000,11980,9710,12382185,136060623990,880304336960,75368522
046210,HLB파나진,KOSDAQ,벤처기업부,4760,-40,-0.83,4660,4760,4600,546048,2555475625,194976525885,41004527
204320,HL만도,KOSPI,,32900,-50,-0.15,33000,33450,32800,162128,5358663000,1549584960000,46957120
060980,HL홀딩스,KOSPI,,35850,0,0.0,35850,36250,35600,37528,1347757950,364573348500,10169410
011200,HMM,KOSPI,,15560,-330,-2.08,15890,15900,15560,1607401,25201866670,10742125742640,689039496
403870,HPSP,KOSDAQ,벤처기업부,52700,100,0.19,53500,54300,52600,660376,35137028500,4370629388800,82934144
036640,HRS,KOSDAQ,우량기업부,5580,20,0.36,5560,5610,5520,57504,320440160,91423332000,16354800
035000,HS애드,KOSPI,,6230,-10,-0.16,6250,6260,6210,18529,115383410,103380632160,16567409
439730,IBKS제20호스팩,KOSDAQ,SPAC(소속부없음),2545,-15,-0.59,2560,2560,2520,4678,11874765,10968950000,4310000
442770,IBKS제21호스팩,KOSDAQ,SPAC(소속부없음),2465,30,1.23,2435,2475,2430,3407,8336645,10398700000,4210000
448760,IBKS제22호스팩,KOSDAQ,SPAC(소속부없음),2435,-5,-0.2,2440,2440,2425,1935,4711000,10787050000,4430000
467930,IBKS제23호스팩,KOSDAQ,SPAC(소속부없음),2200,-10,-0.45,2195,2220,2195,19941,43864225,9306000000,4230000
469480,IBKS제24호스팩,KOSDAQ,SPAC(소속부없음),2190,0,0.0,2180,2190,2180,7403,16188305,9242550000,4230000
003560,IHQ,KOSPI,,10760,0,0.0,0,0,0,0,0,58906362440,5474569
095340,ISC,KOSDAQ,우량기업부,87300,-400,-0.46,87700,89700,86500,219154,19225459300,1863221398200,21197058
099520,ITX-AI,KOSDAQ,관리종목(소속부없음),1284,0,0.0,0,0,0,0,0,58141862016,45281824
175330,JB금융지주,KOSPI,,13400,-190,-1.4,13360,13620,13180,331005,4452778280,2621918181120,195083198
950170,JTC,KOSDAQ,관리종목(소속부없음),4575,105,2.35,4550,4575,4405,49280,222292060,228058905305,50288623
234080,JW생명과학,KOSPI,,12580,-20,-0.16,12640,12640,12490,14415,180453710,199198689320,15834554
067290,JW신약,KOSDAQ,중견기업부,2100,30,1.45,2075,2160,2030,458754,961032905,106512946690,50841502
001060,JW중외제약,KOSPI,,32800,-200,-0.61,33000,33300,32600,82948,2732649150,761449911000,23285930
001067,JW중외제약2우B,KOSPI,,60900,0,0.0,60900,60900,60900,24,1461600,12787355700,209973
001065,JW중외제약우,KOSPI,,30500,200,0.66,30050,30600,29950,270,8140800,10463700600,341951
096760,JW홀딩스,KOSPI,,3180,-50,-1.55,3245,3250,3175,76406,244347280,235450940270,73924942
035900,JYP Ent.,KOSDAQ GLOBAL,우량기업부,67500,-100,-0.15,67700,68300,66500,461774,31060348700,2405549708400,35532492
318000,KBG,KOSDAQ,벤처기업부,8430,-100,-1.17,8530,8530,8350,71362,601546070,73942286580,8740223
024840,KBI메탈,KOSDAQ,중견기업부,1346,-6,-0.44,1348,1364,1343,53329,71886074,45700109418,33952533
105560,KB금융,KOSPI,,74900,-1200,-1.58,75000,76000,74300,1233547,92673839100,30303681507200,403511072
432320,KB스타리츠,KOSPI,,4200,60,1.45,4150,4200,4125,86467,360358750,425432925575,101414285
024120,KB오토시스,KOSDAQ,중견기업부,4390,15,0.34,4380,4405,4350,31128,136261675,50427500000,11500000
455250,KB제25호스팩,KOSDAQ,SPAC(소속부없음),2180,-10,-0.46,2190,2190,2155,54477,117831895,9406425000,4305000
458320,KB제26호스팩,KOSDAQ,SPAC(소속부없음),2355,10,0.43,2360,2365,2300,44761,105000945,12964275000,5505000
464680,KB제27호스팩,KOSDAQ,SPAC(소속부없음),1999,1,0.05,1997,1999,1995,28940,57811888,25797095000,12905000
002380,KCC,KOSPI,,286000,-3000,-1.04,287500,291000,283000,24322,6977374500,2541530706000,8886471
021320,KCC건설,KOSDAQ,우량기업부,4655,35,0.76,4620,4670,4585,5883,27293720,99296000000,21400000
344820,KCC글라스,KOSPI,,41250,200,0.49,41300,41300,40800,15551,638042200,658783620000,15970512
036670,KCI,KOSDAQ,우량기업부,7730,0,0.0,7770,7770,7610,7034,53952630,86666300000,11270000
009070,KCTC,KOSPI,,3925,-25,-0.63,3970,3970,3900,27053,106204780,117600000000,30000000
009440,KC그린홀딩스,KOSPI,,2745,30,1.1,2740,2750,2700,17747,48299895,61584020100,22434980
112190,KC산업,KONEX,일반기업부,1678,-11,-0.65,1699,1699,1501,1481,2484723,11956174534,7125253
119650,KC코트렐,KOSPI,,1436,11,0.77,1410,1455,1405,198350,283295194,73194212910,50935430
044180,KD,KOSDAQ,투자주의환기종목(소속부없음),730,51,7.51,730,800,710,1995200,1490044303,19717735662,26717799
