종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
060310,3S,KOSDAQ,중견기업부,2840,-120,-4.05,2960,2980,2830,1029807,2966882950,138329429700,48536642
095570,AJ네트웍스,KOSPI,,5050,170,3.48,4835,5090,4800,327537,1624543905,228073905360,45252759
006840,AK홀딩스,KOSPI,,15200,-300,-1.94,15590,15900,14700,13056,200829050,201230451590,13247561
054620,APS,KOSDAQ,중견기업부,7690,10,0.13,7660,7740,7460,65525,497957980,157035501700,20394221
265520,AP시스템,KOSDAQ,우량기업부,21700,750,3.58,20950,21850,20850,118658,2551879250,331606835700,15281421
211270,AP위성,KOSDAQ,벤처기업부,16140,-50,-0.31,16340,16340,15990,116135,1871001680,242975917440,15082304
139050,BF랩스,KOSDAQ,벤처기업부,5970,-100,-1.65,6090,6110,5930,31503,189476060,52126642530,8644551
027410,BGF,KOSPI,,3835,-25,-0.65,3870,3885,3810,70755,271711820,365638141620,95716791
282330,BGF리테일,KOSPI,,118500,100,0.08,117600,119400,117500,56653,6709440000,2048142861000,17283906
126600,BGF에코머티리얼즈,KOSDAQ,우량기업부,4345,20,0.46,4310,4360,4295,62519,270325980,234774579875,54033275
138930,BNK금융지주,KOSPI,,8010,-200,-2.44,8110,8220,7940,1194968,9633216010,2567044850860,322088438
001460,BYC,KOSPI,,495000,1000,0.2,494000,497500,490500,186,91833500,308247502500,624615
001465,BYC우,KOSPI,,189300,1300,0.69,188400,189300,187100,555,103973400,40513918500,215385
013720,CBI,KOSDAQ,중견기업부,1615,16,1.0,1599,1650,1574,288883,464765287,68577534988,42834188
083790,CG인바이츠,KOSDAQ,벤처기업부,3660,-170,-4.44,3830,3840,3625,274749,1020304665,282586118850,76894182
001040,CJ,KOSPI,,116000,1400,1.22,113200,119200,112300,164458,19033561100,3387449467800,29176998
079160,CJ CGV,KOSPI,,5600,-80,-1.41,5670,5690,5580,589136,3312772950,685618533600,122431881
035760,CJ ENM,KOSDAQ GLOBAL,우량기업부,80300,-1500,-1.83,80800,82500,80000,77670,6277392000,1760911066200,21929154
311690,CJ 바이오사이언스,KOSDAQ,기술성장기업부,16360,120,0.74,16200,17240,15920,55348,920424050,149080532720,9112502
00104K,CJ4우(전환),KOSPI,,85600,1400,1.66,84200,86900,83300,4152,353666300,363057380800,4226512
000120,CJ대한통운,KOSPI,,123000,5900,5.04,117800,123900,117800,176957,21550092600,2803637077600,22812344
011150,CJ씨푸드,KOSPI,,2725,-40,-1.45,2770,2780,2725,147405,404613775,98091010290,35930773
011155,CJ씨푸드1우,KOSPI,,20300,0,0.0,20300,20300,20050,781,15827150,4060000000,200000
001045,CJ우,KOSPI,,61300,300,0.49,61000,61500,60800,2021,123659600,138551669900,2260223
097950,CJ제일제당,KOSPI,,292500,-2500,-0.85,291500,294000,291500,18106,5292084500,4418403591000,15054186
097955,CJ제일제당 우,KOSPI,,139600,-1800,-1.27,141200,141500,139600,2421,340218300,186902566400,1327433
051500,CJ프레시웨이,KOSDAQ,우량기업부,23800,100,0.42,23800,24000,23500,16027,380708100,283137326100,11871586
058820,CMG제약,KOSDAQ,중견기업부,2270,5,0.22,2285,2300,2250,461444,1049612585,316674316320,138892244
023460,CNH,KOSDAQ,중견기업부,1803,18,1.01,1785,1806,1783,5301,9526267,67071600000,37200000
056730,CNT85,KOSDAQ,중견기업부,1214,5,0.41,1201,1220,1201,49071,59506658,89970979804,74111186
000480,CR홀딩스,KOSPI,,6130,20,0.33,6120,6180,6090,22154,135658570,286031989000,46890490
065770,CS,KOSDAQ,벤처기업부,1242,-11,-0.88,1253,1267,1241,61858,77538784,24205679110,19411130
083660,CSA 코스믹,KOSDAQ,중견기업부,1247,0,0.0,1311,1313,1224,57333,71904925,76130245983,61247181
000590,CS홀딩스,KOSPI,,65600,-100,-0.15,65600,65700,65200,477,31245000,75272226400,1154482
012030,DB,KOSPI,,1553,0,0.0,1547,1565,1539,444282,686604526,310612552552,201173933
456440,DB금융스팩11호,KOSDAQ,SPAC(소속부없음),2265,-10,-0.44,2230,2270,2200,42044,93541910,12038475000,5315000
016610,DB금융투자,KOSPI,,4430,-70,-1.56,4465,4515,4380,57995,257634925,188037503270,42446389
005830,DB손해보험,KOSPI,,101000,-2200,-2.13,100000,102700,99000,244522,24666240800,7164960000000,70800000
000990,DB하이텍,KOSPI,,44100,400,0.92,43550,44250,43500,262696,11514023200,1962417589600,44398588
139130,DGB금융지주,KOSPI,,8760,-110,-1.24,8800,8910,8750,594107,5238855490,1485100413740,169145833
060900,DGP,KOSDAQ,중견기업부,1552,-25,-1.59,1566,1577,1535,111466,172499618,39579644843,25258229
290120,DH오토리드,KOSDAQ,우량기업부,3150,55,1.78,3095,3150,3085,34038,105906870,48795109010,15515138
025440,DH오토웨어,KOSDAQ,중견기업부,2200,25,1.15,2175,2230,2120,22760,49777710,67718692800,30781224
001530,DI동일,KOSPI,,26800,-50,-0.19,26850,26900,26650,23205,619793450,660521768100,24738643
000210,DL,KOSPI,,52500,700,1.35,51500,53000,51500,33286,1746576300,1100183910000,20955884
000215,DL우,KOSPI,,26600,100,0.38,26400,26600,26100,198,5231500,44766353250,1686115
375500,DL이앤씨,KOSPI,,36450,-100,-0.27,36050,36950,36000,103035,3775665050,1420055964100,38693623
37550L,DL이앤씨2우(전환),KOSPI,,24550,-50,-0.2,25200,25200,24200,1332,32528250,51637201950,2111951
37550K,DL이앤씨우,KOSPI,,18720,30,0.16,18980,18980,18650,2060,38584530,39529649500,2113885
068790,DMS,KOSDAQ,우량기업부,6900,-70,-1.0,6970,6980,6770,256272,1767228990,169799851510,24573061
007340,DN오토모티브,KOSPI,,85000,900,1.07,84100,85300,83400,18189,1533342700,849490425000,9994005
004840,DRB동일,KOSPI,,6110,-140,-2.24,6260,6290,6110,36439,224660140,121772300000,19930000
241520,DSC인베스트먼트,KOSDAQ,중견기업부,4150,50,1.22,4120,4230,4060,321456,1321541640,115000151405,27811403
155660,DSR,KOSPI,,4235,5,0.12,4215,4250,4200,18236,76880455,67680000000,16000000
069730,DSR제강,KOSPI,,4145,5,0.12,4135,4145,4115,8830,36421450,59688000000,14400000
017860,DS단석,KOSPI,,146700,-2300,-1.54,146700,150500,146500,43017,6334188100,859867966800,5861404
180400,DXVX,KOSDAQ,중견기업부,4435,-210,-4.52,4565,4565,4265,245910,1081772935,133267695120,30219432
017940,E1,KOSPI,,66700,100,0.15,67000,67100,66000,9741,647753100,457562000000,6860000
245620,EDGC,KOSDAQ,기술성장기업부,498,-16,-3.11,517,520,495,1641564,823552346,69108481549,138493951
037370,EG,KOSDAQ,중견기업부,9310,-50,-0.53,9350,9520,9290,39093,365192940,80298489320,8624972
278990,EMB,KONEX,일반기업부,10000,-280,-2.72,10200,10200,10000,1389,13910000,48015810000,4801581
365550,ESR켄달스퀘어리츠,KOSPI,,4475,25,0.56,4450,4530,4420,295657,1326146670,956769610000,213089000
050120,ES큐브,KOSDAQ,벤처기업부,2655,-20,-0.75,2650,2710,2650,11196,30075460,36351750480,13564086
383220,F&F,KOSPI,,71800,0,0.0,71600,72200,70900,131301,9400148300,2758109400000,38307075
007700,F&F홀딩스,KOSPI,,15270,-200,-1.29,15580,15580,15260,20293,310512460,599623246110,39114367
214270,FSN,KOSDAQ,중견기업부,2550,-15,-0.58,2560,2595,2550,186593,478617470,85287437595,33250463
130500,GH신소재,KOSDAQ,중견기업부,2730,35,1.3,2720,2730,2705,13130,35694155,39417090920,14545052
114090,GKL,KOSPI,,12960,170,1.33,12760,13140,12760,271070,3515976790,801649483200,61855670
900290,GRT,KOSDAQ,외국기업(소속부없음),3320,-10,-0.3,3315,3330,3290,12524,41542245,223685000000,67375000
078930,GS,KOSPI,,49650,-650,-1.29,49350,50500,49300,97042,4843450300,4627185824400,92915378
083450,GST,KOSDAQ,우량기업부,48750,-1550,-3.08,49600,50200,46700,1246137,59470929900,453308294250,9317745
006360,GS건설,KOSPI,,15070,60,0.4,14950,15160,14950,283442,4278357290,1292280499000,85581490
001250,GS글로벌,KOSPI,,2725,-45,-1.62,2900,2905,2720,2772446,7828055405,225317175720,82533764
007070,GS리테일,KOSPI,,20400,-150,-0.73,20450,20650,20250,294744,6016652550,2136245608800,104717922
078935,GS우,KOSPI,,38350,-600,-1.54,38950,38950,38300,3844,148044200,68448077100,1784826
297890,HB솔루션,KOSDAQ,우량기업부,5080,-60,-1.17,5140,5140,4970,1614552,8129993050,371420735440,73114318
440290,HB인베스트먼트,KOSDAQ,중견기업부,2885,-50,-1.7,2930,2960,2855,259250,747813725,77108318700,26867010
078150,HB테크놀러지,KOSDAQ,우량기업부,2675,5,0.19,2615,2705,2575,5083407,13448095930,246624336560,92715916
012630,HDC,KOSPI,,8050,20,0.25,8030,8140,7900,152533,1224806080,482115688470,59741721
039570,HDC랩스,KOSPI,,8200,20,0.24,8180,8210,8150,5113,41888890,212333176180,25957601
089470,HDC현대EP,KOSPI,,4600,-45,-0.97,4650,4650,4600,35651,164669220,146899500000,31900000
