종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
060310,3S,KOSDAQ,중견기업부,2890,45,1.58,2805,2895,2800,1028073,2917087400,140270895380,48536642
095570,AJ네트웍스,KOSPI,,4565,15,0.33,4550,4620,4525,79423,362461430,206352581040,45252759
006840,AK홀딩스,KOSPI,,15620,-170,-1.08,15790,15790,15500,5963,93101020,208251658920,13247561
054620,APS,KOSDAQ,중견기업부,7530,570,8.19,7030,7580,6980,204212,1491464940,152548773080,20394221
265520,AP시스템,KOSDAQ,우량기업부,21600,-50,-0.23,21850,22000,21450,72765,1577570050,330842764650,15281421
211270,AP위성,KOSDAQ,벤처기업부,16860,820,5.11,16110,16890,16110,892618,14860096510,253231884160,15082304
139050,BF랩스,KOSDAQ,벤처기업부,7400,280,3.93,7080,7470,7060,66983,485738050,63909968070,8624827
027410,BGF,KOSPI,,3815,40,1.06,3775,3815,3750,65946,249160295,364202389755,95716791
282330,BGF리테일,KOSPI,,126900,-1400,-1.09,128300,128900,126000,82554,10510878100,2198512843200,17283906
126600,BGF에코머티리얼즈,KOSDAQ,우량기업부,4480,-40,-0.88,4520,4540,4445,95404,426488720,242339238375,54033275
138930,BNK금융지주,KOSPI,,7990,150,1.91,7910,8040,7850,1256135,10045480660,2573486619620,322088438
001460,BYC,KOSPI,,470000,-4000,-0.84,474000,477000,467000,169,79816000,295442895000,624615
001465,BYC우,KOSPI,,173100,2800,1.64,167600,173300,167600,787,134444700,37326220500,215385
013720,CBI,KOSDAQ,중견기업부,1724,101,6.22,1641,1743,1640,925466,1583385499,73760471736,42834188
083790,CG인바이츠,KOSDAQ,벤처기업부,3190,-95,-2.89,3260,3375,3065,450791,1454787840,247214795130,76894182
001040,CJ,KOSPI,,92000,-100,-0.11,92700,93000,91100,85085,7832052600,2707625414400,29176998
079160,CJ CGV,KOSPI,,5710,-50,-0.87,5740,5810,5690,390876,2241223230,700310039000,122431825
035760,CJ ENM,KOSDAQ GLOBAL,우량기업부,75800,400,0.53,75400,77400,74000,92579,7048246600,1662229873200,21929154
311690,CJ 바이오사이언스,KOSDAQ,기술성장기업부,14900,290,1.98,14670,15210,14650,16875,253233640,136231904900,9112502
00104K,CJ4우(전환),KOSPI,,73600,1200,1.66,73000,73600,72000,10780,782496700,308535376000,4226512
000120,CJ대한통운,KOSPI,,120900,-500,-0.41,123000,123100,120400,57453,6970296000,2753449920800,22812344
011150,CJ씨푸드,KOSPI,,2705,-20,-0.73,2730,2730,2700,52678,142649465,97192740965,35930773
011155,CJ씨푸드1우,KOSPI,,19950,-100,-0.5,20300,20300,19800,153,3046160,3990000000,200000
001045,CJ우,KOSPI,,56900,500,0.89,56400,57000,56200,1159,65709400,127476577200,2260223
097950,CJ제일제당,KOSPI,,283000,-7000,-2.41,292500,292500,282500,36684,10452361500,4260334638000,15054186
097955,CJ제일제당 우,KOSPI,,137300,800,0.59,136700,137600,135500,2721,372517100,182389294200,1327433
051500,CJ프레시웨이,KOSDAQ,우량기업부,24250,250,1.04,24000,24250,23700,12084,289279700,287292381200,11871586
058820,CMG제약,KOSDAQ,중견기업부,2205,10,0.46,2190,2225,2180,397449,873025715,306257398020,138892244
023460,CNH,KOSDAQ,중견기업부,1793,0,0.0,1763,1793,1763,3833,6837489,66699600000,37200000
