종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
060310,3S,KOSDAQ,중견기업부,2880,40,1.41,2850,2920,2840,726950,2100049480,138814796120,48536642
095570,AJ네트웍스,KOSPI,,5120,70,1.39,5050,5130,4945,217644,1102808330,231241598490,45252759
006840,AK홀딩스,KOSPI,,15560,360,2.37,15240,15580,15200,10299,158796860,206264524770,13247561
054620,APS,KOSDAQ,중견기업부,7810,120,1.56,7690,7950,7690,90489,710188440,159074923800,20394221
265520,AP시스템,KOSDAQ,우량기업부,21650,-50,-0.23,21750,21850,21400,65743,1424456400,330842764650,15281421
211270,AP위성,KOSDAQ,벤처기업부,17270,1130,7.0,16450,18000,16440,2746818,47828349200,260018920960,15082304
139050,BF랩스,KOSDAQ,벤처기업부,5440,-530,-8.88,5850,6050,5400,248486,1384464920,47545030500,8644551
027410,BGF,KOSPI,,3795,-40,-1.04,3840,3845,3790,68188,259738225,364202389755,95716791
282330,BGF리테일,KOSPI,,117000,-1500,-1.27,118200,118600,117000,65302,7671303600,2023945392600,17283906
126600,BGF에코머티리얼즈,KOSDAQ,우량기업부,4295,-50,-1.15,4315,4390,4220,126348,540618530,230992250625,54033275
138930,BNK금융지주,KOSPI,,7980,-30,-0.37,7960,8080,7910,960060,7656182660,2573486619620,322088438
001460,BYC,KOSPI,,487500,-7500,-1.52,492000,496000,487000,141,69468000,304187505000,624615
001465,BYC우,KOSPI,,189500,200,0.11,189300,189600,189200,449,85077400,40836996000,215385
013720,CBI,KOSDAQ,중견기업부,1651,36,2.23,1615,1660,1602,256132,414544537,70762078576,42834188
083790,CG인바이츠,KOSDAQ,벤처기업부,3625,-35,-0.96,3650,3700,3600,138248,502170115,278741409750,76894182
001040,CJ,KOSPI,,122200,6200,5.34,116900,124000,114000,305560,36708581700,3588770754000,29176998
079160,CJ CGV,KOSPI,,5560,-40,-0.71,5610,5630,5550,326465,1818715000,680721258360,122431881
035760,CJ ENM,KOSDAQ GLOBAL,우량기업부,78300,-2000,-2.49,80400,80900,77200,93285,7340515200,1717052758200,21929154
311690,CJ 바이오사이언스,KOSDAQ,기술성장기업부,15900,-460,-2.81,16360,16360,15650,21864,349015060,144888781800,9112502
00104K,CJ4우(전환),KOSPI,,89000,3400,3.97,85500,89000,84800,19788,1722947100,375314265600,4226512
000120,CJ대한통운,KOSPI,,119700,-3300,-2.68,123000,123400,119100,87216,10529385400,2721512639200,22812344
011150,CJ씨푸드,KOSPI,,2705,-20,-0.73,2715,2750,2705,74225,201530740,97372394830,35930773
011155,CJ씨푸드1우,KOSPI,,20450,150,0.74,20500,20500,20450,922,18871750,4090000000,200000
001045,CJ우,KOSPI,,62000,700,1.14,61200,62400,60900,7437,458800000,140133826000,2260223
097950,CJ제일제당,KOSPI,,292000,-500,-0.17,293000,294000,289500,22400,6550761000,4410876498000,15054186
097955,CJ제일제당 우,KOSPI,,138200,-1400,-1.0,140600,140900,138200,1626,226346400,183451240600,1327433
051500,CJ프레시웨이,KOSDAQ,우량기업부,23500,-300,-1.26,23750,23800,23350,20644,486102850,278388691700,11871586
058820,CMG제약,KOSDAQ,중견기업부,2285,15,0.66,2280,2305,2250,604443,1380337920,318063238760,138892244
023460,CNH,KOSDAQ,중견기업부,1796,-7,-0.39,1803,1803,1780,2463,4404400,66848400000,37200000
056730,CNT85,KOSDAQ,중견기업부,1212,-2,-0.16,1245,1245,1207,18236,22115725,90341535734,74111186
000480,CR홀딩스,KOSPI,,6090,-40,-0.65,6130,6180,6050,25208,153842570,286031989000,46890490
065770,CS,KOSDAQ,벤처기업부,1237,-5,-0.4,1242,1260,1230,53217,66149762,24011567810,19411130
